id_relatorio_gestao,situacao_relatorio_gestao,parecer_relatorio_gestao,id_plano_acao,uf_beneficiario_plano_acao
1599,EM_ELABORACAO,"Edital Tomada de Preços nº 034/2021, Processo nº 286/2021, emitido em 27 de setembro de 2021, publicação DOU em 28 de setembro de 2021 e abertura em 20 de outubro de 2021.
Valor estimado de R$ 615.883,34 para a Construção de CRAS Kiyo Yamamoto no bairro Cantagalo, neste município.
Sagrou-se vencedora Costa Sul Construtora Ltda. - ME, CNPJ 21.365.117/0001-49, com proposta de R$ 461.979,72, originando o Contrato nº 181/2021.
Ordem de Serviço nº 024/2021 dada em 16 de novembro de 2021.
Primeira medição realizada em 09 de dezembro de 2021, percentual acumulado 4,90%, valor de R$ 22.615,48, pago em 18 de janeiro de 2022, diante da liquidação da NFS-e 194.
Segunda medição realizada em 31 de janeiro de 2022, percentual acumulado 15,47%, valor de R$ 48.839,95, pago em 09 de março de 2022, diante da liquidação da NFS-e 197.
Terceira medição realizada em 23 de fevereiro de 2022, percentual acumulado 24,28%, valor de R$ 40.712,25, pago em 22 de março de 2022, diante da liquidação da NFS-e 200.
Quarta medição realizada em 30 de março de 2022, percentual acumulado 38,39%, valor de R$ 65.204,01, pago em 20 de abril de 2022, diante da liquidação da NFS-e 208.
Quinta medição realizada em 29 de abril de 2022, percentual acumulado 47,40%, valor de R$ 41.607,67, pago em 13 de junho de 2022, diante da liquidação da NFS-e 213.
Sexta medição realizada em 31 de maio de 2022, percentual acumulado 54,16%, valor de R$ 31.224,13, pago em 05 de julho de 2022, diante da liquidação da NFS-e 216.
Sétima medição realizada em 27 de junho de 2022, percentual acumulado 59,12% (já considerando supressão de serviços de R$ 11.604,63), valor de R$ 16.070,71, pago em 19 de julho de 2022, diante da liquidação da NFS-e 218.
Oitava medição realizada em 29 de julho de 2022, percentual acumulado 72,57% (já considerando supressão de serviços de R$ 11.604,63), valor de R$ 60.554,38, pago em 26 de agosto de 2022, diante da liquidação da NFS-e 221.
Nona medição realizada em 31 de agosto de 2022, percentual acumulado 78,21% (já considerando supressão de serviços de R$ 11.604,63), valor de R$ 25.390,97, pago em 23 de setembro de 2022, diante da liquidação da NFS-e 222.
Décima medição realizada em 30 de setembro de 2022, percentual acumulado 88,31% (já considerando supressão de serviços de R$ 11.604,63), valor de R$ 45.508,82, pago em 11 de novembro de 2022, diante da liquidação da NFS-e 227.
Décima primeira medição realizada em 25 de janeiro de 2023, percentual acumulado 100,00% (já considerando supressão de serviços de R$ 14.186,69), valor de R$ 50.064,66, pago em 17 de fevereiro de 2023, diante da liquidação da NFS-e 230.
Houve supressão de serviços, no valor total de R$ 14.186,69, sendo R$ 6.576,73 no item 3 da planilha de orçamento contratada, R$ 5.027,90 no item 6 e R$ 2.582,06 no item 15.
Houve acréscimo de serviços, no valor total de R$ 64.485,58, custeados com recursos próprios do município.
A obra finalizou em R$ 512.278,61, tendo sido emitido Termo de Recebimento Provisório em 25 de janeiro de 2023 e Termo de Recebimento Definitivo em 02 de fevereiro de 2023.

Edital Pregão Eletrônico - Registro de Preços nº 181/2021, Processo nº 406/2021, emitido em 30 de novembro de 2021, com publicação no DOE do Município em 30 de novembro de 2021 e abertura das propostas em 13 de dezembro de 2021.
Valor máximo estimado de R$ 903.005,85, previsto para a Aquisição de Materiais e Equipamentos de Informática e Aparelhos de Telefone para Secretarias Municipais.
Sagrou-se como uma das vencedoras Telles Comunicações Ltda., CNPJ 03.758.517/0001-32, com valor de R$ 62.045,00, que engloba o Lote 51 do item “Telefone sem fio 2.4 GHZ com identificador de chamada e viva voz”.
Ordem de Compra nº 5310/2022 foi dada em 08 de setembro de 2022.
Realizada a aquisição de 16 telefones sem fio para Secretaria de Família e Desenvolvimento Social, no valor de R$ 2.984,64, entregues em 27 de setembro de 2022 e pagos em 18 de outubro de 2022, diante da liquidação da NF-e 781.

Edital Pregão Eletrônico - Registro de Preços nº 195/2022, Processo nº 470/2022, emitido em 19 de outubro de 2022, publicação DOU em 24 de outubro de 2022 e abertura das propostas em 08 de novembro de 2022.
Valor máximo estimado de R$ 338.586,85, previsto para a Aquisição de Utensílios Domésticos e Mobílias para a Manutenção de CREAS, CRAS e SCFV deste município, prevendo a utilização de recursos de outras fontes além da emenda especial.
Sagraram-se vencedoras as empresas:
* C. Salgado Serviços Comerciais Eireli, CNPJ 27.245.977/0001-25, com valor de R$ 11.930,51, originando o Contrato nº 361/2022. Ordem de Compra nº 6992/2022 de 30 de novembro de 2022. Adquiridos 3 liquidificadores industriais 4 litros, no valor de R$ 1.586,97, 1 micro-ondas 32 litros, no valor de R$ 639,87, e 3 geladeiras duas portas frost free 375 litros, no valor de R$ 8.879,67, entregues em 02 de maio de 2023 e pagos em 22 de maio de 2023, com liquidação da NF-e 561, e 1 fogão 5 bocas com acendimento automático, no valor de R$ 824,00, entregue em 08 de maio de 2023 e pago em 29 de maio de 2023, com liquidação da NF-e 575.
* Coresul Móveis e Equipamentos para Escritório Ltda., CNPJ 77.781.417/0001-63, com valor de R$ 11.891,00, originando o Contrato nº 363/2022. Ordem de Compra nº 7074/2022 de 12 de dezembro de 2022. Adquirida 1 mesa de reunião com dois tampos centrais deslizantes, no valor de R$ 11.891,00, entregue em 23 de fevereiro de 2023 e paga em 10 de março de 2023, com liquidação da NF-e 6312.
* Dembinski e Mikoski Ltda. ME, CNPJ 28.453.476/0001-05, com valor de R$ 9.144,68, originando o Contrato nº 357/2022. Ordem de Compra nº 6987/2022 de 30 de novembro de 2022. Adquiridos 2 freezers horizontais duas portas 534 litros, no valor de R$ 6.975,98, entregues em 20 de dezembro de 2022 e pagos em 10 de fevereiro de 2023, com liquidação da NF-e 2913; e 3 bebedouros coluna para garrafão 20 litros, no valor de R$ 2.168,70, entregues em 28 de fevereiro de 2023 e pagos em 24 de março de 2023, com liquidação da NF-e 3042.
* Geflex Indústria e Comércio de Móveis Ltda. ME, CNPJ 14.643.102/0001-30, com o valor de R$ 157.010,00, originando o Contrato nº 354/2022. Ordem de Compra nº 7025/2022 de 30 de novembro de 2022. Adquiridos 1 forno elétrico de bancada 60 litros, no valor de R$ 520,00, entregue em 09 de janeiro de 2023 e pago em 15 de fevereiro de 2023, com liquidação da NF-e 5422; e 11 ventiladores de mesa 30 centímetros, no valor de R$ 1.595,00, entregue em 11 de janeiro de 2023 e pago em 15 de fevereiro de 2023, diante da liquidação da NF-e 5427.
* Go Vendas Eletrônicas Eireli, CNPJ 36.521.392/0001-81, com valor de R$ 5.156,97, originando o Contrato nº 358/2022. Ordem de Compra nº 6988/2022 de 30 de novembro de 2022. Adquiridos 2 fogões industriais seis bocas com forno, no valor de R$ 3.437,98, entregues em 28 de fevereiro de 2023 e pagos em 24 de março de 2023, com liquidação da NF-e 3287.
* Luana Gomes – Lana Vest, CNPJ 32.711.108/0001-89, com valor de R$ 3.469,98, originando o Contrato nº 362/2022. Ordem de Compra nº 6993/2022 de 30 de novembro de 2022. Adquirida 1 máquina de lavar roupas automática 10kg, no valor de R$ 1.870,99, entregue em 23 de março de 2023 e paga em 14 de abril de 2023, com liquidação da NF-e 79. Ordem de Compra nº 6994/2022 de 30 de novembro de 2022. Adquirida 1 Smart TV LED 40 polegadas, no valor de R$ 1.598,99, entregue em 16 de janeiro de 2023 e paga em 10 de fevereiro de 2023, com liquidação da NF-e 59.
* Maria Augusta Simão Coluco, CNPJ 39.996.734/0001-08, com valor de R$ 1.399,98, originando o Contrato nº 359/2022. Ordem de Compra nº 6991/2022 de 30 de novembro de 2022. Adquiridas 2 telas de projeção com tripé, no valor de R$ 1.399,98, entregues em 18 de maio de 2023 e pagos em 05 de junho de 2023, com liquidação da NF-e 132.
* Officer Móveis e Eletrônicos Ltda., CNPJ 08.925.642/0001-03, com valor de R$ 9.200,00, originando o Contrato nº 356/2022. Ordem de Compra nº 7047/2022 de 08 de dezembro de 2022. Adquiridas 8 mesas de trabalho retas com duas gavetas, no valor de R$ 9.200,00, entregues em 18 de maio de 2023 e pagas em 05 de junho de 2023, com liquidação da NF-e 203.
* Premier LC Ltda., CNPJ 46.669.125/0001-00, com valor de R$ 10.387,00, originando o Contrato nº 353/2022. Ordem de Compra nº 6980/2022 de 30 de novembro de 2022. Adquiridas 17 cadeiras aproximação empilháveis, no valor de R$ 2.720,00, entregues em 10 de janeiro de 2023 e pagas em 15 de fevereiro de 2023, com liquidação da NF-e 612. Ordem de Compra nº 6982/2022 de 30 de novembro de 2022. Adquiridas 3 batedeiras planetárias semi-industriais 5 litros, no valor de R$ 1.080,00, entregues em 16 de dezembro de 2022 e pagas em 15 de fevereiro de 2023, com liquidação da NF-e 609; 2 lavadoras de alta pressão 2600 libras, no valor de R$ 3.754,00, entregues em 10 de janeiro de 2023 e pagas em 15 de fevereiro de 2023, com liquidação da NF-e 611; e 1 cafeteira elétrica 1,5 litros, no valor de R$ 184,00, entregue em 27 de janeiro de 2023 e paga em 15 de fevereiro de 2023, com liquidação da NF-e 618. Ordem de Compra nº 6983/2022 de 30 de novembro de 2022. Adquirida 1 Smart TV LED 50 polegadas, no valor de R$ 2.649,00, entregue em 06 de fevereiro de 2023 e paga em 24 de fevereiro de 2023, com liquidação da NF-e 627.
* Soraia Cristina Turquino Mackert Equipamentos de Informática ME, CNPJ 12.654.502/0001-15, com valor de R$ 4.400,00, originando o Contrato nº 355/2022. Ordem de Compra nº 6985/2022 de 30 de novembro de 2022. Adquiridos 2 projetores multimídia, no valor de R$ 4.400,00, entregues em 23 de janeiro de 2023 e pagos em 15 de fevereiro de 2023, com liquidação da NF-e 1298.

Aguardando utilização de saldo pela Secretaria de Assistência Social para concluir o relatório.",12711,
4311,DISPONIBILIZADO,"Parte do valor foi usado no  evento da Feira Agropecuária de Cerqueira César (R$ 45.000,00), sendo que o restante do valor será usado para o investimento de compra de um Caminhão de Lixo para o Município",14747,
4313,EM_ELABORACAO,"Foram realizados projetos para execução de pavimentação em diversas ruas do Município de Ibaiti, uma obra já finalizada e outra continua em execução.
Tomada de Preços n°12/2021 e Tomada de Preços 14/2021.",10786,
4312,DISPONIBILIZADO,CONSTRUÇÃO DE PASSEIO,19960,
14452,EM_ELABORACAO,"Parcial para comprovar a comunicação ao Conselho Municipal, nos termos do que preconiza a IN 93 - TCU. ",69007,
10221,EM_ELABORACAO,"O recurso foi utilizado para a aquisição de um veículo tipo VAN com capacidade minima de 18 pessoas (17 passageiros e 01 motorista) para atender a suprir a demanda de transporte escolar, tendo em vista que o nosso município é essencialmente agrícola e diariamente precisa fazer um grande percurso no interior do município.
Do valor executado R$ 200.000,00 (duzentos mil reais) foram da Emenda Parlamentar e de contrapartida municipal foram R$ 190.000,00 (cento e noventa mil reais).",18301,
12673,EM_ELABORACAO,"Os recursos da transferência especial, no valor R$ 1.000.000,00, será destinado para Calçamento e Iluminação Pública na Zona Urbana do município de Pedro Régis - PB.
",68911,
14623,DISPONIBILIZADO,"Notificação aos Conselhos Municipais, conforme disposto no § 3º do artigo 2º Instrução Normativa do Tribunal de Contas da União sob o nº 93, de 17 de janeiro de 2024",72411,
14935,EM_ELABORACAO,Aquisição de máquinas e equipamentos agrícolas,65973,
3041,DISPONIBILIZADO,"EDITAL DE CONCORRÊNCIA N.º 004/2021 - Constitui o objeto da presente licitação, a prestação do Serviço de Pavimentação de 12.723,70 m² em Blocos de Concreto e 883,35 m² de Pavimentação Asfáltica a serem executados em regime de empreitada por preço global (mão de obra e material). De acordo com detalhes técnicos elencados no Memorial Descritivo, Planilha Orçamentária e Cronogramas Físico e Financeiro anexos a este edital. Fazem parte do presente Edital Anexo I – Proposta Financeira, Anexo II – Minuta de Contrato, Anexo III – Declarações. O Memorial Descritivo, as Planilhas Orçamentárias, Cronogramas Físico e Financeiro, BDI e Encargos Sociais, estarão disponíveis juntamente com o edital na página www.herval.rs.gov.br e poderão ser solicitados através do email: licitaherval@yahoo.com.br ou diretamente no Setor de Licitações da Prefeitura Municipal de Herval.
DA DOTAÇÃO ORÇAMENTÁRIA
As despesas decorrentes da contratação oriunda desta licitação correrão à conta da seguinte dotação orçamentária:
09 - Secretaria de Obras e Mobilidade Urbana e Rural -
Fonte de Recurso: 1213 - EP 202136610019 PAVIMENTAÇÃO - R$ 100.000,00 - Despesa
n° 4481 - 44905191 - OBRAS EM ANDAMENTO
Fonte de Recurso: 1214 - EP 202128670008 PAVIMENTAÇÃO - R$ 150.000,00 - Despesa
n°4482 - 44905191 - OBRAS EM ANDAMENTO
Fonte de Recurso: 1215 - EP 202139510006 PAVIMENTAÇÃO - R$ 250.000,00 - Despesa
n° 4483 - 44905191 - OBRAS EM ANDAMENTO
Fonte de Recurso: 1216 - EP 202120980001 PAVIMENTAÇÃO - R$ 500.000,00 - Despesa
n° 4484 - 44905191 - OBRAS EM ANDAMENTO
Fonte de Recurso: 1 - Recurso Livre - Administração Direta Mun - R$ 259.364,20 - Despesa
n° 2470 - 44905191 - OBRAS EM ANDAMENTO",9625,
4183,DISPONIBILIZADO,"Com recursos da emenda parlamentar nº 202232700006, no valor de R$ 200.000,00, destinados as ações da Assistência Social do município, foram adquiridos 03 veículos, sendo 02 destinados ao Conselho Tutelar e o terceiro ficou como parte da frota municipal.",18845,
366,EM_ELABORACAO,Aluguel de máquinas e combustível para execução de serviços de recuperação de ramais no município de Rio Preto da Eva/Am.,11943,
4699,EM_ELABORACAO,"O objeto da emenda em questão foi: Aquisição de Equipamentos para o Centro Integrado de Governo. Este espaço foi pensado para atendar a população do município, tendo em vista que alguns serviços públicos serão concentrados neste local. Deste modo, a gestão busca propiciar um espaço mais adequado e organizado para atendimento da população em geral. Reiteramos que o objeto em questão está na fase final quanto aos trâmites administrativos e legais, considerando que o recurso só foi liberado no ano em curso. Deste modo, logo que o processo seja concluído este relatório será devidamente alimentado com todos os documentos administrativos que comprovam a contratação e execução do objeto mencionado. ",13970,
4105,DISPONIBILIZADO,"Após verificação da documentação enviada pelo tomador, relativa à Prestação de Contas do referido Contrato de Repasse, informamos que a respectiva Prestação de Contas Final foi aprovada. Assessoria.",10336,
4135,DISPONIBILIZADO,O recurso destinado a Secretaria de Esporte e lazer de São Paulo pela modalidade Transferência Especial foi utilizado para aquisição dos equipamentos de ginástica artística do Centro Olímpico de Treinamento e Pesquisa da cidade de São Paulo.,3367,SP
15881,DISPONIBILIZADO,"PROCESSO 1887/2023
PREGÃO ELETRONICO 19/2023
EMPENHO 3722/2023
AQUISIÇÃO MATERIAL  PERMANENTE ",35330,
2350,EM_ELABORACAO,"Por meio da Transferência Especial 2021, oriundo da emenda n° 202139790002 do Deputado Fábio Henrique, o qual indicou o montante de R$ 300.000,00 para serviços de investimento. Dentro desse plano de ação, o recurso foi utilizado para custear a obra de Construção da Prefeitura Municipal de São Miguel do Aleixo:
•	Justificativa: Considerando que a sede da prefeitura municipal fica localizado em um prédio cedido para o município, onde era situado o antigo Fórum Municipal. A execução desse objeto vai proporcionar um espaço próprio que concentrará a sede da prefeitura e algumas secretarias, otimizando os serviços à população e reduzindo os custos com aluguel, energia, água e manutenção de prédios locados a terceiros.
•	Para realizar os serviços de obra para construção da sede da Prefeitura Municipal, foi realizado Processo Licitatório TP 05/2021 – cuja empresa vencedora foi ELLITE CONSULTORIA, EMPREENDIMENTOS & LOCAÇÕES EIRELI EPP, no valor total de R$ 525.578,81. O valor da emenda será usado para pagamento parcial dessa obra;
•	Realizado pagamento do 2º Boletim de medição, no valor de R$ 109.185,25 conforme nota fiscal n° 1/2022;
•	Realizado pagamento do 3º Boletim de medição, no valor de R$ 180.420,68 conforme nota fiscal n° 5/2022;
•	Realizado pagamento parcial do 4º Boletim de medição, no valor de R$ 10.394,07 conforme nota fiscal n° 26/2022;
•	Segue em anexo: Edital de publicação da licitação, Homologação, Contrato, Nota fiscal e pagamento... 
",12226,
15940,DISPONIBILIZADO,"Utilizado em serviços na área da saúde, conforme documentação em anexo.",18371,
15877,EM_ELABORACAO,Aquisição de mobiliário e equipamentos para o Centro de Apoio ao Turista (CAT).,36385,
300,DISPONIBILIZADO,Execução de Pavimentação,4158,PR
15905,DISPONIBILIZADO,SUBSTITUIÇÃO DE TELHADO DA ASSOCIAÇÃO DE CONVIVÊNCIA E FORTALECIMENTO DE VÍNCULOS PARA CRIANÇAS E ADOLESCENTES DE CRISSIUMAL/RS (ABEMEC) CONFORME CONTRATO 197/2022,16786,
4983,DISPONIBILIZADO,"com os recursos desta transferencia, foi executado o recapeamento asfáltico de parte da Estrada São José, iniciando-se na RS 332, indo no sentido do bairro. Com isto, temos melhor mobilidade urbana, qualidade de vida e ordenamento viário.",15194,
14449,EM_ELABORACAO,Execução não iniciada.,66732,
4413,EM_ELABORACAO,"Processo administrativo nº 3071/2022  PE 18/2022  Ata de Registro de Preços 53/2023 , Processo administrativo nº3071/2022 PE 018/2022 Ata de Registro de Preços 56/20223 Processo administrativo nº31631/2022 PE 133/2022 Ata de Registra de Preços 6/2023,Processo administrativo nº20893/2021 PE 95/2021 Ata de Registro de Preços 38/2023 - 32/2023 - 35/2023 - 39/2023 e 48/2023, Processo administrativo nº20525/2022 PE 85/2022 Ata de  Registro de Preços 333/2022. 
A presente Ata de registro de preços se fundamenta no dispoe a Lei federal nº 10.520/2002 os decretos municipais nº 099/2004, nº 167/2021 e nº 171/2021, das Leis Complementares nº 123/2006 e nº 147/2014, aplicando-se, subsidiariamente, a Lei Federal nº8.666/1993 e as demais legislações pertinentes, bem como, o estabelecido no presente edital e em seus anexos.
O prazo de vigência da Ata de Registro de Preços será de 12 (doze) meses, contados a partir da sua assinatura.

",19041,
4429,DISPONIBILIZADO,"Veículo Programa Saúde na Família - Secretaria de Saúde - 80.000,00
Veículo para o Meio Ambiente - Secretaria de Zeladoria e Meio Ambiente - 100.000,00
Reforma e Troca do piso da UBS Jd. Anésia - Secretaria de Saúde - 129.983,00",9717,
4698,EM_ELABORACAO,"O objeto da emenda em questão foi: Pavimentação de Vias no Munícipio de Igarapé-Miri. A opção por este objeto tem como finalidade melhorar a infraestrutura urbana de algumas vias do município, as quais encontram-se bastante deterioradas. Ao realizar essa ação a gestão busca tornar o transito mais seguro para pedestres e veículos e ainda tornar a cidade mais urbanizada.  Reiteramos que o objeto em questão está na fase final quanto aos trâmites administrativos e legais, considerando que o recurso só foi liberado no ano em curso. Deste modo, logo que o processo seja concluído este relatório será devidamente alimentado com todos os documentos administrativos que comprovam a contratação e execução do objeto mencionado. ",15978,
16213,DISPONIBILIZADO,Relatório de Gestão Parcial,32368,
7053,DISPONIBILIZADO,"Prédio desativado por falta de piso, forro, vedação tipo passarinheira, louças sanitárias, acessibilidade, banheiros adaptados para portadores de deficiência e plataforma de acesso , feito reparo de reboque, pintura externa da fachada, pintura interna, instalação de portas, revisão elétrica e novas instalações, revisão em parte hidráulica.",16698,
14453,EM_ELABORACAO,"Parcial para comprovar a comunicação ao Conselho Municipal, nos termos do que preconiza a IN 93 - TCU. ",73495,
3042,DISPONIBILIZADO,"EDITAL DE CONCORRÊNCIA N.º 004/2021 - Constitui o objeto da presente licitação, a prestação do Serviço de Pavimentação de 12.723,70 m² em Blocos de Concreto e 883,35 m² de Pavimentação Asfáltica a serem executados em regime de empreitada por preço global (mão de obra e material). De acordo com detalhes técnicos elencados no Memorial Descritivo, Planilha Orçamentária e Cronogramas Físico e Financeiro anexos a este edital. Fazem parte do presente Edital Anexo I – Proposta Financeira, Anexo II – Minuta de Contrato, Anexo III – Declarações. O Memorial Descritivo, as Planilhas Orçamentárias, Cronogramas Físico e Financeiro, BDI e Encargos Sociais, estarão disponíveis juntamente com o edital na página www.herval.rs.gov.br e poderão ser solicitados através do email: licitaherval@yahoo.com.br ou diretamente no Setor de Licitações da Prefeitura Municipal de Herval.
DA DOTAÇÃO ORÇAMENTÁRIA
As despesas decorrentes da contratação oriunda desta licitação correrão à conta da seguinte dotação orçamentária:
09 - Secretaria de Obras e Mobilidade Urbana e Rural -
Fonte de Recurso: 1213 - EP 202136610019 PAVIMENTAÇÃO - R$ 100.000,00 - Despesa
n° 4481 - 44905191 - OBRAS EM ANDAMENTO
Fonte de Recurso: 1214 - EP 202128670008 PAVIMENTAÇÃO - R$ 150.000,00 - Despesa
n°4482 - 44905191 - OBRAS EM ANDAMENTO
Fonte de Recurso: 1215 - EP 202139510006 PAVIMENTAÇÃO - R$ 250.000,00 - Despesa
n° 4483 - 44905191 - OBRAS EM ANDAMENTO
Fonte de Recurso: 1216 - EP 202120980001 PAVIMENTAÇÃO - R$ 500.000,00 - Despesa
n° 4484 - 44905191 - OBRAS EM ANDAMENTO
Fonte de Recurso: 1 - Recurso Livre - Administração Direta Mun - R$ 259.364,20 - Despesa
n° 2470 - 44905191 - OBRAS EM ANDAMENTO
",10542,
11056,EM_ELABORACAO,"O Município de Castro, no Estado do Paraná, firmou Termo de Colaboração nº 013/2023 com a instituição OSC Serviço de Acolhimento Institucional para Idosos São Vicente de Paulo em 06 de novembro de 2023, com publicação no Diário Oficial Eletrônico do Município em 17 de novembro de 2023.
O valor total de R$ 200.000,00 foi transferido para a OSC no dia 23 de novembro de 2023 através de duas TEV.",16097,
4116,EM_ELABORACAO,Objeto executado com sucesso e valor utilizado no totalidade.,4282,
10267,DISPONIBILIZADO,RELATÓRIO DE GESTÃO REFERENTE RECURSOS RECEBIDOS PARA A FINALIDADE DESPORTO E LAZER.,17091,
1060,EM_ELABORACAO,"Revitalização do Parque Cidadão com a execução de pavimentação de passeios, pista de caminhada e playground com acessibilidade.",9508,
3043,DISPONIBILIZADO,"EDITAL DE CONCORRÊNCIA N.º 004/2021 - Constitui o objeto da presente licitação, a prestação do Serviço de Pavimentação de 12.723,70 m² em Blocos de Concreto e 883,35 m² de Pavimentação Asfáltica a serem executados em regime de empreitada por preço global (mão de obra e material). De acordo com detalhes técnicos elencados no Memorial Descritivo, Planilha Orçamentária e Cronogramas Físico e Financeiro anexos a este edital. Fazem parte do presente Edital Anexo I – Proposta Financeira, Anexo II – Minuta de Contrato, Anexo III – Declarações. O Memorial Descritivo, as Planilhas Orçamentárias, Cronogramas Físico e Financeiro, BDI e Encargos Sociais, estarão disponíveis juntamente com o edital na página www.herval.rs.gov.br e poderão ser solicitados através do email: licitaherval@yahoo.com.br ou diretamente no Setor de Licitações da Prefeitura Municipal de Herval.
DA DOTAÇÃO ORÇAMENTÁRIA
As despesas decorrentes da contratação oriunda desta licitação correrão à conta da seguinte dotação orçamentária:
09 - Secretaria de Obras e Mobilidade Urbana e Rural -
Fonte de Recurso: 1213 - EP 202136610019 PAVIMENTAÇÃO - R$ 100.000,00 - Despesa
n° 4481 - 44905191 - OBRAS EM ANDAMENTO
Fonte de Recurso: 1214 - EP 202128670008 PAVIMENTAÇÃO - R$ 150.000,00 - Despesa
n°4482 - 44905191 - OBRAS EM ANDAMENTO
Fonte de Recurso: 1215 - EP 202139510006 PAVIMENTAÇÃO - R$ 250.000,00 - Despesa
n° 4483 - 44905191 - OBRAS EM ANDAMENTO
Fonte de Recurso: 1216 - EP 202120980001 PAVIMENTAÇÃO - R$ 500.000,00 - Despesa
n° 4484 - 44905191 - OBRAS EM ANDAMENTO
Fonte de Recurso: 1 - Recurso Livre - Administração Direta Mun - R$ 259.364,20 - Despesa
n° 2470 - 44905191 - OBRAS EM ANDAMENTO
",11127,
10357,EM_ELABORACAO,Recurso em Execução conforme Documentos em Anexo,15085,
15469,DISPONIBILIZADO,"RECURSO UTILIZADO PARA PAGAMENTO DE PARTE DE SERVIÇOS DE PAVIMENTAÇÃO DE RUAS E PAGAMENTO DE PARTE DE PAGAMENTO DE AQUISIÇÃO DE ÔNIBUS ESCOLAR. O VALOR DESSA EMENDA FOI JUNTADO COM OUTRAS DUAS EMENDAS (202239400001 E 202241000001 QUE, INCLUSIVE, FORAM DEPOSITADOS PELA UNIÃO NA MESMA CONTA, SENDO ELA DO BANCO DOBRASIL, AGÊNCIA: 1420-6, CONTA: 17.277-4 . FORAM SOMADOS OS VALORES PARA UTILIZAÇÃO NOS OBJETOS, CONFORME CONSTA DOS EXTRATOS BANCÁRIOS, EM ANEXO.",20209,
241,DISPONIBILIZADO,Desapropriação Amigável de Imóveis Parc. 11 e 12/12,4225,
15649,DISPONIBILIZADO,Prestação de contas,17183,
3044,DISPONIBILIZADO,"EDITAL DE CONCORRÊNCIA N.º 004/2021 - Constitui o objeto da presente licitação, a prestação do Serviço de Pavimentação de 12.723,70 m² em Blocos de Concreto e 883,35 m² de Pavimentação Asfáltica a serem executados em regime de empreitada por preço global (mão de obra e material). De acordo com detalhes técnicos elencados no Memorial Descritivo, Planilha Orçamentária e Cronogramas Físico e Financeiro anexos a este edital. Fazem parte do presente Edital Anexo I – Proposta Financeira, Anexo II – Minuta de Contrato, Anexo III – Declarações. O Memorial Descritivo, as Planilhas Orçamentárias, Cronogramas Físico e Financeiro, BDI e Encargos Sociais, estarão disponíveis juntamente com o edital na página www.herval.rs.gov.br e poderão ser solicitados através do email: licitaherval@yahoo.com.br ou diretamente no Setor de Licitações da Prefeitura Municipal de Herval.
DA DOTAÇÃO ORÇAMENTÁRIA
As despesas decorrentes da contratação oriunda desta licitação correrão à conta da seguinte dotação orçamentária:
09 - Secretaria de Obras e Mobilidade Urbana e Rural -
Fonte de Recurso: 1213 - EP 202136610019 PAVIMENTAÇÃO - R$ 100.000,00 - Despesa
n° 4481 - 44905191 - OBRAS EM ANDAMENTO
Fonte de Recurso: 1214 - EP 202128670008 PAVIMENTAÇÃO - R$ 150.000,00 - Despesa
n°4482 - 44905191 - OBRAS EM ANDAMENTO
Fonte de Recurso: 1215 - EP 202139510006 PAVIMENTAÇÃO - R$ 250.000,00 - Despesa
n° 4483 - 44905191 - OBRAS EM ANDAMENTO
Fonte de Recurso: 1216 - EP 202120980001 PAVIMENTAÇÃO - R$ 500.000,00 - Despesa
n° 4484 - 44905191 - OBRAS EM ANDAMENTO
Fonte de Recurso: 1 - Recurso Livre - Administração Direta Mun - R$ 259.364,20 - Despesa
n° 2470 - 44905191 - OBRAS EM ANDAMENTO",12099,
